word,prob,timepoint,k,sort
deposit,0.007,0,7,4
surprise,0.005,0,7,5
pick,0.005,0,7,6
comp,0.005,0,7,7
euro,0.005,0,7,8
disaster,0.005,0,7,9
incentive,0.01,1,7,10
press,0.008,1,7,11
franchise,0.008,1,7,12
sign,0.008,1,7,13
winter,0.005,1,7,14
ehquake,0.005,1,7,15
yen,0.005,1,7,16
matter,0.005,1,7,17
gold,0.005,1,7,18
employee,0.005,1,7,19
policyhol,0.009,2,7,20
remark,0.009,2,7,21
material,0.009,2,7,22
post,0.009,2,7,23
fluctuation,0.009,2,7,24
surplus,0.009,2,7,25
reflection,0.009,2,7,26
k,0.009,2,7,27
portal,0.009,2,7,28
hedge,0.004,2,7,29
impairment,0.012,3,7,30
deflation,0.012,3,7,31
analysis,0.012,3,7,32
valuation,0.008,3,7,33
diversification,0.008,3,7,34
matter,0.008,3,7,35
injury,0.008,3,7,36
timing,0.008,3,7,37
scrip,0.008,3,7,38
subsidiary,0.008,3,7,39
impairment,0.008,4,7,40
message,0.005,4,7,41
flexibility,0.005,4,7,42
bonus,0.005,4,7,43
intention,0.005,4,7,44
auditor,0.005,4,7,45
age,0.005,4,7,46
storm,0.005,4,7,47
impression,0.005,4,7,48
zone,0.005,4,7,49
employee,0.007,5,7,50
coal,0.005,5,7,51
transfer,0.005,5,7,52
stake,0.005,5,7,53
fall,0.005,5,7,54
swap,0.005,5,7,55
trading,0.005,5,7,56
ehquake,0.003,5,7,57
railroad,0.003,5,7,58
wind,0.003,5,7,59
difficulty,0.011,6,7,60
reinstatement,0.011,6,7,61
arrangement,0.011,6,7,62
impairment,0.008,6,7,63
surplus,0.008,6,7,64
solicitation,0.008,6,7,65
injury,0.008,6,7,66
clarity,0.008,6,7,67
season,0.008,6,7,68
link,0.008,6,7,69
yen,0.011,7,7,70
comp,0.011,7,7,71
infrastructure,0.007,7,7,72
impairment,0.007,7,7,73
arrangement,0.007,7,7,74
confice,0.007,7,7,75
dialogue,0.007,7,7,76
summer,0.007,7,7,77
intention,0.007,7,7,78
lumpiness,0.007,7,7,79
maturity,0.007,8,7,80
yen,0.005,8,7,81
attention,0.005,8,7,82
clarity,0.005,8,7,83
possibility,0.005,8,7,84
k,0.005,8,7,85
subject,0.005,8,7,86
buffer,0.004,8,7,87
expansion,0.004,8,7,88
reform,0.004,8,7,89
comp,0.006,9,7,90
material,0.006,9,7,91
integration,0.004,9,7,92
math,0.004,9,7,93
medium,0.004,9,7,94
deductible,0.004,9,7,95
hedge,0.003,9,7,96
loan,0.003,9,7,97
projection,0.003,9,7,98
buffer,0.003,9,7,99
currency,0.007,10,7,100
principle,0.007,10,7,101
goal,0.004,10,7,102
attention,0.004,10,7,103
link,0.004,10,7,104
subsidiary,0.004,10,7,105
mark,0.004,10,7,106
aggregate,0.004,10,7,107
transfer,0.004,10,7,108
formula,0.004,10,7,109
remittance,0.006,11,7,110
buffer,0.006,11,7,111
currency,0.004,11,7,112
vehicle,0.004,11,7,113
layer,0.004,11,7,114
t,0.004,11,7,115
choice,0.004,11,7,116
profile,0.004,11,7,117
analysis,0.004,11,7,118
announcement,0.004,11,7,119
currency,0.005,12,7,120
remittance,0.005,12,7,121
storm,0.005,12,7,122
prospect,0.005,12,7,123
standpoint,0.005,12,7,124
diversification,0.005,12,7,125
function,0.005,12,7,126
essence,0.005,12,7,127
internet,0.005,12,7,128
pipe,0.004,12,7,129
percent,0.005,13,7,130
proposition,0.004,13,7,131
form,0.004,13,7,132
method,0.004,13,7,133
surplus,0.003,13,7,134
saving,0.003,13,7,135
meeting,0.003,13,7,136
analysis,0.003,13,7,137
subsidiary,0.003,13,7,138
success,0.003,13,7,139
proposition,0.003,14,7,140
analytic,0.003,14,7,141
diversification,0.003,14,7,142
recovery,0.003,14,7,143
loan,0.003,14,7,144
currency,0.002,14,7,145
consumer,0.002,14,7,146
cap,0.002,14,7,147
strategy,0.002,14,7,148
tool,0.002,14,7,149
consumer,0.006,15,7,150
insight,0.006,15,7,151
cap,0.006,15,7,152
unwriter,0.005,15,7,153
merger,0.005,15,7,154
momentum,0.005,15,7,155
discip,0.004,15,7,156
expansion,0.004,15,7,157
block,0.004,15,7,158
currency,0.003,15,7,159
profile,0.006,16,7,160
reinsurer,0.004,16,7,161
expertise,0.004,16,7,162
approval,0.003,16,7,163
pipe,0.003,16,7,164
surprise,0.003,16,7,165
confice,0.003,16,7,166
drop,0.003,16,7,167
stress,0.003,16,7,168
copyright,0.003,16,7,169
phase,0.005,17,7,170
panel,0.004,17,7,171
exchange,0.004,17,7,172
transitional,0.004,17,7,173
comparison,0.004,17,7,174
code,0.004,17,7,175
transition,0.003,17,7,176
hedge,0.003,17,7,177
consumer,0.003,17,7,178
proposition,0.003,17,7,179
formula,0.005,18,7,180
attention,0.005,18,7,181
unwriter,0.004,18,7,182
profile,0.004,18,7,183
objective,0.004,18,7,184
transition,0.004,18,7,185
advice,0.004,18,7,186
set,0.004,18,7,187
currency,0.003,18,7,188
infrastructure,0.003,18,7,189
proﬁtability,0.006,19,7,190
payout,0.004,19,7,191
resource,0.004,19,7,192
hurdle,0.004,19,7,193
cyber,0.004,19,7,194
choice,0.004,19,7,195
retail,0.004,19,7,196
ﬂow,0.003,19,7,197
reinsurer,0.003,19,7,198
approval,0.003,19,7,199
form,0.012,20,7,200
discip,0.008,20,7,201
stress,0.008,20,7,202
philosophy,0.008,20,7,203
energy,0.004,20,7,204
diversification,0.004,20,7,205
oil,0.004,20,7,206
integration,0.004,20,7,207
hold,0.004,20,7,208
unwriter,0.004,20,7,209
project,0.005,21,7,210
ambition,0.005,21,7,211
treaty,0.005,21,7,212
ﬂow,0.004,21,7,213
payout,0.004,21,7,214
hedge,0.004,21,7,215
proposition,0.004,21,7,216
integration,0.004,21,7,217
panel,0.004,21,7,218
marketing,0.004,21,7,219
consumer,0.004,22,7,220
hedge,0.004,22,7,221
severity,0.004,22,7,222
pipe,0.004,22,7,223
regime,0.004,22,7,224
beneﬁts,0.004,22,7,225
default,0.004,22,7,226
household,0.004,22,7,227
compensation,0.004,22,7,228
age,0.004,22,7,229
retrocession,0.007,23,7,230
curve,0.006,23,7,231
ﬂow,0.006,23,7,232
treaty,0.006,23,7,233
severity,0.004,23,7,234
currency,0.004,23,7,235
approval,0.004,23,7,236
aspect,0.004,23,7,237
discount,0.004,23,7,238
concept,0.004,23,7,239
bulk,0.006,24,7,240
reinsurer,0.005,24,7,241
shape,0.004,24,7,242
reform,0.003,24,7,243
comparison,0.003,24,7,244
innovation,0.003,24,7,245
pool,0.003,24,7,246
approval,0.003,24,7,247
light,0.003,24,7,248
proportion,0.003,24,7,249
care,0.039,25,7,250
support,0.019,25,7,251
reinsurer,0.019,25,7,252
buffer,0.019,25,7,253
proposal,0.019,25,7,254
default,0.019,25,7,255
discount,0.019,25,7,256
aspect,0.019,25,7,257
center,0.019,25,7,258
website,0.019,25,7,259
light,0.006,26,7,260
consequence,0.006,26,7,261
success,0.004,26,7,262
effort,0.004,26,7,263
comparison,0.004,26,7,264
project,0.004,26,7,265
profile,0.004,26,7,266
lifetime,0.004,26,7,267
ebit,0.004,26,7,268
panel,0.004,26,7,269
unwriter,0.014,27,7,270
function,0.014,27,7,271
bulk,0.014,27,7,272
standpoint,0.014,27,7,273
support,0.014,27,7,274
individual,0.014,27,7,275
employee,0.014,27,7,276
attention,0.014,27,7,277
expansion,0.014,27,7,278
speed,0.014,27,7,279
evolution,0.004,28,7,280
proﬁtability,0.004,28,7,281
runoff,0.004,28,7,282
law,0.004,28,7,283
treaty,0.003,28,7,284
consumer,0.003,28,7,285
comparison,0.003,28,7,286
comp,0.003,28,7,287
road,0.003,28,7,288
message,0.003,28,7,289
care,0.006,29,7,290
probability,0.005,29,7,291
comp,0.004,29,7,292
payout,0.004,29,7,293
implication,0.004,29,7,294
gdp,0.004,29,7,295
hedging,0.003,29,7,296
winter,0.003,29,7,297
effort,0.003,29,7,298
loan,0.003,29,7,299
timing,0.004,30,7,300
tier,0.004,30,7,301
closing,0.004,30,7,302
conclusion,0.004,30,7,303
material,0.004,30,7,304
project,0.003,30,7,305
loan,0.003,30,7,306
tool,0.003,30,7,307
expertise,0.003,30,7,308
pipe,0.003,30,7,309
curve,0.005,31,7,310
loan,0.003,31,7,311
ﬂow,0.003,31,7,312
diﬀerence,0.003,31,7,313
employee,0.003,31,7,314
momentum,0.003,31,7,315
remittance,0.003,31,7,316
legacy,0.003,31,7,317
purpose,0.003,31,7,318
buyer,0.003,31,7,319
surplus,0.005,32,7,320
payout,0.004,32,7,321
function,0.004,32,7,322
strain,0.004,32,7,323
spa,0.004,32,7,324
hold,0.004,32,7,325
comp,0.003,32,7,326
message,0.003,32,7,327
priority,0.003,32,7,328
cap,0.003,32,7,329
comp,0.015,33,7,330
employee,0.015,33,7,331
goal,0.015,33,7,332
coal,0.015,33,7,333
hedge,0.015,33,7,334
scope,0.015,33,7,335
choice,0.015,33,7,336
governance,0.015,33,7,337
winter,0.015,33,7,338
resse,0.015,33,7,339
objective,0.005,34,7,340
momentum,0.005,34,7,341
relet,0.005,34,7,342
crop,0.005,34,7,343
peril,0.005,34,7,344
science,0.005,34,7,345
remittance,0.003,34,7,346
infrastructure,0.003,34,7,347
analysis,0.003,34,7,348
valuation,0.003,34,7,349
treaty,0.006,35,7,350
chance,0.005,35,7,351
proposition,0.004,35,7,352
consolidation,0.004,35,7,353
projection,0.004,35,7,354
cyber,0.003,35,7,355
project,0.003,35,7,356
knowledge,0.003,35,7,357
office,0.003,35,7,358
access,0.003,35,7,359
t,0.006,36,7,360
remittance,0.005,36,7,361
advice,0.005,36,7,362
possibility,0.005,36,7,363
facility,0.005,36,7,364
crisis,0.003,36,7,365
strain,0.003,36,7,366
coronavirus,0.003,36,7,367
prut,0.003,36,7,368
aspect,0.003,36,7,369
diﬀerence,0.017,37,7,370
inquencie,0.017,37,7,371
presumption,0.017,37,7,372
satisfaction,0.017,37,7,373
impairment,0.009,37,7,374
exclusion,0.009,37,7,375
meeting,0.009,37,7,376
ﬁgure,0.009,37,7,377
attention,0.009,37,7,378
proﬁtability,0.009,37,7,379
impairment,0.012,38,7,380
practice,0.012,38,7,381
reproduction,0.012,38,7,382
interruption,0.006,38,7,383
death,0.006,38,7,384
strain,0.006,38,7,385
proportion,0.006,38,7,386
covid,0.006,38,7,387
advice,0.006,38,7,388
disability,0.006,38,7,389
choice,0.009,39,7,390
remittance,0.005,39,7,391
wave,0.005,39,7,392
pipe,0.005,39,7,393
retail,0.005,39,7,394
block,0.005,39,7,395
proposition,0.005,39,7,396
role,0.005,39,7,397
relation,0.005,39,7,398
commitment,0.005,39,7,399
meeting,0.011,40,7,400
wave,0.011,40,7,401
priority,0.011,40,7,402
material,0.011,40,7,403
payout,0.011,40,7,404
remuneration,0.011,40,7,405
network,0.011,40,7,406
test,0.011,40,7,407
proﬁtability,0.011,40,7,408
footprint,0.011,40,7,409
meeting,0.006,41,7,410
agenda,0.004,41,7,411
employee,0.004,41,7,412
pandemic,0.003,41,7,413
travel,0.003,41,7,414
person,0.003,41,7,415
audit,0.003,41,7,416
member,0.003,41,7,417
remittance,0.003,41,7,418
proposal,0.003,41,7,419
message,0.022,42,7,420
congratulation,0.022,42,7,421
meet,0.011,42,7,422
set,0.011,42,7,423
valuation,0.011,42,7,424
session,0.011,42,7,425
reinsurer,0.011,42,7,426
alternative,0.011,42,7,427
pick,0.011,42,7,428
clarity,0.011,42,7,429
expansion,0.01,43,7,430
exchange,0.01,43,7,431
carrier,0.01,43,7,432
ipo,0.01,43,7,433
promoter,0.01,43,7,434
diversification,0.005,43,7,435
momentum,0.005,43,7,436
t,0.005,43,7,437
flood,0.005,43,7,438
colleague,0.005,43,7,439
hedge,0.009,0,8,0
network,0.009,0,8,1
default,0.009,0,8,2
man,0.009,0,8,3
ﬁgure,0.006,0,8,4
payout,0.006,0,8,5
retro,0.006,0,8,6
loan,0.006,0,8,7
pick,0.006,0,8,8
age,0.006,0,8,9
incentive,0.008,1,8,10
yen,0.008,1,8,11
version,0.008,1,8,12
equation,0.008,1,8,13
currency,0.005,1,8,14
remuneration,0.005,1,8,15
note,0.005,1,8,16
energy,0.005,1,8,17
letter,0.005,1,8,18
trust,0.005,1,8,19
hedge,0.021,2,8,20
policyhol,0.016,2,8,21
consequence,0.01,2,8,22
crisis,0.01,2,8,23
integration,0.01,2,8,24
discount,0.01,2,8,25
comparison,0.01,2,8,26
vif,0.01,2,8,27
website,0.01,2,8,28
light,0.01,2,8,29
impairment,0.012,3,8,30
consequence,0.008,3,8,31
reinsurer,0.008,3,8,32
reference,0.008,3,8,33
headroom,0.008,3,8,34
picipation,0.008,3,8,35
ambition,0.008,3,8,36
chain,0.008,3,8,37
study,0.008,3,8,38
collateral,0.008,3,8,39
integration,0.005,4,8,40
hol,0.005,4,8,41
adequacy,0.005,4,8,42
gilt,0.005,4,8,43
buﬀer,0.005,4,8,44
impairment,0.004,4,8,45
ehquake,0.004,4,8,46
valuation,0.004,4,8,47
injury,0.004,4,8,48
mark,0.004,4,8,49
railroad,0.005,5,8,50
buffer,0.005,5,8,51
principle,0.005,5,8,52
ﬁle,0.005,5,8,53
jpyb,0.004,5,8,54
ehquake,0.004,5,8,55
newspaper,0.004,5,8,56
float,0.004,5,8,57
difficulty,0.004,5,8,58
definition,0.004,5,8,59
reinstatement,0.011,6,8,60
mediation,0.011,6,8,61
employee,0.008,6,8,62
forecast,0.008,6,8,63
assessment,0.008,6,8,64
announcement,0.008,6,8,65
lapse,0.008,6,8,66
admin,0.008,6,8,67
buffer,0.008,6,8,68
breakdown,0.008,6,8,69
inflow,0.009,7,8,70
timing,0.009,7,8,71
diﬃcult,0.009,7,8,72
yen,0.006,7,8,73
loan,0.006,7,8,74
disaster,0.006,7,8,75
merger,0.006,7,8,76
behavior,0.006,7,8,77
portion,0.006,7,8,78
shape,0.006,7,8,79
loan,0.008,8,8,80
projection,0.008,8,8,81
currency,0.008,8,8,82
subsidiary,0.008,8,8,83
discip,0.005,8,8,84
behavior,0.005,8,8,85
meet,0.005,8,8,86
commutation,0.005,8,8,87
winter,0.005,8,8,88
inflow,0.005,8,8,89
firm,0.006,9,8,90
roe,0.006,9,8,91
equation,0.006,9,8,92
crisis,0.004,9,8,93
aspect,0.004,9,8,94
season,0.004,9,8,95
hybrid,0.004,9,8,96
quota,0.004,9,8,97
field,0.004,9,8,98
bubble,0.004,9,8,99
link,0.007,10,8,100
layer,0.007,10,8,101
discount,0.007,10,8,102
attention,0.005,10,8,103
drop,0.005,10,8,104
material,0.005,10,8,105
consiation,0.005,10,8,106
code,0.005,10,8,107
severity,0.005,10,8,108
carrier,0.005,10,8,109
timing,0.007,11,8,110
currency,0.006,11,8,111
proposition,0.006,11,8,112
game,0.006,11,8,113
merger,0.004,11,8,114
vehicle,0.004,11,8,115
curve,0.004,11,8,116
house,0.004,11,8,117
expansion,0.004,11,8,118
consumption,0.004,11,8,119
buffer,0.007,12,8,120
offer,0.007,12,8,121
buyer,0.007,12,8,122
injury,0.007,12,8,123
reservation,0.005,12,8,124
distributor,0.005,12,8,125
currency,0.003,12,8,126
diversification,0.003,12,8,127
discip,0.003,12,8,128
productivity,0.003,12,8,129
conversion,0.006,13,8,130
consumer,0.005,13,8,131
flood,0.005,13,8,132
consumption,0.005,13,8,133
survey,0.005,13,8,134
pipe,0.003,13,8,135
comp,0.003,13,8,136
meeting,0.003,13,8,137
choice,0.003,13,8,138
compensation,0.003,13,8,139
priority,0.008,14,8,140
prut,0.006,14,8,141
tool,0.004,14,8,142
effort,0.004,14,8,143
regime,0.004,14,8,144
disclosure,0.004,14,8,145
access,0.004,14,8,146
severity,0.004,14,8,147
lp,0.004,14,8,148
retro,0.004,14,8,149
unwriter,0.007,15,8,150
proposition,0.005,15,8,151
transfer,0.005,15,8,152
friend,0.004,15,8,153
advisor,0.004,15,8,154
saving,0.004,15,8,155
insight,0.003,15,8,156
currency,0.003,15,8,157
expansion,0.003,15,8,158
remittance,0.003,15,8,159
press,0.005,16,8,160
form,0.005,16,8,161
method,0.005,16,8,162
currency,0.003,16,8,163
merger,0.003,16,8,164
reinsurer,0.003,16,8,165
tool,0.003,16,8,166
project,0.003,16,8,167
firm,0.003,16,8,168
solicitation,0.003,16,8,169
currency,0.005,17,8,170
principle,0.005,17,8,171
policyhol,0.005,17,8,172
trouble,0.005,17,8,173
machine,0.005,17,8,174
discip,0.005,17,8,175
court,0.005,17,8,176
energy,0.003,17,8,177
reinsurer,0.003,17,8,178
profile,0.003,17,8,179
insight,0.007,18,8,180
discount,0.005,18,8,181
application,0.005,18,8,182
proposal,0.005,18,8,183
reinsurer,0.004,18,8,184
panel,0.004,18,8,185
merger,0.004,18,8,186
semester,0.004,18,8,187
clarity,0.004,18,8,188
consiation,0.004,18,8,189
oe,0.004,19,8,190
man,0.003,19,8,191
pipe,0.003,19,8,192
buﬀer,0.003,19,8,193
advice,0.003,19,8,194
goodwill,0.003,19,8,195
test,0.003,19,8,196
usd,0.003,19,8,197
energy,0.003,19,8,198
subsidiary,0.003,19,8,199
energy,0.004,20,8,200
payout,0.004,20,8,201
buffer,0.003,20,8,202
oil,0.003,20,8,203
surplus,0.003,20,8,204
currency,0.003,20,8,205
syndicate,0.003,20,8,206
stress,0.002,20,8,207
ﬂow,0.002,20,8,208
subsidiary,0.002,20,8,209
hedge,0.005,21,8,210
energy,0.004,21,8,211
payout,0.003,21,8,212
curve,0.003,21,8,213
orous,0.003,21,8,214
drop,0.003,21,8,215
analysis,0.003,21,8,216
ehquake,0.003,21,8,217
d,0.003,21,8,218
ﬂow,0.002,21,8,219
reinsurer,0.005,22,8,220
press,0.005,22,8,221
crisis,0.005,22,8,222
tool,0.004,22,8,223
integration,0.004,22,8,224
franchise,0.004,22,8,225
euro,0.004,22,8,226
policyhol,0.004,22,8,227
resource,0.004,22,8,228
curve,0.003,22,8,229
standard,0.004,23,8,230
reinsurer,0.003,23,8,231
son,0.003,23,8,232
proﬁtability,0.003,23,8,233
dealer,0.003,23,8,234
bonus,0.003,23,8,235
consequence,0.003,23,8,236
network,0.003,23,8,237
compensation,0.003,23,8,238
policyhol,0.003,23,8,239
pool,0.005,24,8,240
methodology,0.005,24,8,241
travel,0.005,24,8,242
profile,0.004,24,8,243
payout,0.004,24,8,244
saving,0.004,24,8,245
redeployment,0.004,24,8,246
integration,0.003,24,8,247
attention,0.003,24,8,248
drag,0.003,24,8,249
success,0.033,25,8,250
deterioration,0.033,25,8,251
forecast,0.033,25,8,252
resource,0.033,25,8,253
diﬃcult,0.033,25,8,254
request,0.033,25,8,255
deposit,0.033,25,8,256
attack,0.033,25,8,257
production,0.033,25,8,258
ﬂexibility,0.033,25,8,259
disclosure,0.006,26,8,260
disposal,0.006,26,8,261
consumer,0.005,26,8,262
currency,0.005,26,8,263
maturity,0.005,26,8,264
subsidiary,0.003,26,8,265
lifetime,0.003,26,8,266
remittance,0.003,26,8,267
proceed,0.003,26,8,268
venture,0.003,26,8,269
proposition,0.009,27,8,270
subsidiary,0.009,27,8,271
comparison,0.009,27,8,272
disclosure,0.009,27,8,273
footprint,0.009,27,8,274
objective,0.009,27,8,275
discip,0.009,27,8,276
effort,0.009,27,8,277
integration,0.009,27,8,278
curve,0.009,27,8,279
reform,0.004,28,8,280
vehicle,0.004,28,8,281
remittance,0.003,28,8,282
ebit,0.003,28,8,283
lifetime,0.002,28,8,284
buffer,0.002,28,8,285
consequence,0.002,28,8,286
project,0.002,28,8,287
discip,0.002,28,8,288
city,0.002,28,8,289
hedging,0.005,29,8,290
standpoint,0.005,29,8,291
member,0.005,29,8,292
block,0.004,29,8,293
merger,0.004,29,8,294
reaction,0.004,29,8,295
press,0.003,29,8,296
discount,0.003,29,8,297
profile,0.003,29,8,298
hedge,0.003,29,8,299
expertise,0.005,30,8,300
comp,0.004,30,8,301
proﬁtability,0.004,30,8,302
venture,0.004,30,8,303
integration,0.003,30,8,304
project,0.003,30,8,305
press,0.003,30,8,306
disclosure,0.003,30,8,307
building,0.003,30,8,308
season,0.003,30,8,309
proposition,0.004,31,8,310
disability,0.004,31,8,311
policyhol,0.003,31,8,312
integration,0.002,31,8,313
migration,0.002,31,8,314
methodology,0.002,31,8,315
possibility,0.002,31,8,316
rationalization,0.002,31,8,317
message,0.002,31,8,318
success,0.002,31,8,319
payout,0.006,32,8,320
cyber,0.005,32,8,321
disclosure,0.004,32,8,322
comp,0.003,32,8,323
project,0.003,32,8,324
ﬂow,0.003,32,8,325
prut,0.003,32,8,326
digitalization,0.003,32,8,327
load,0.003,32,8,328
proﬁtability,0.002,32,8,329
vote,0.007,33,8,330
audit,0.006,33,8,331
meeting,0.005,33,8,332
remuneration,0.005,33,8,333
member,0.005,33,8,334
proposal,0.005,33,8,335
resolution,0.003,33,8,336
matter,0.003,33,8,337
auditor,0.003,33,8,338
committee,0.003,33,8,339
diversification,0.006,34,8,340
conclusion,0.004,34,8,341
forecast,0.004,34,8,342
application,0.004,34,8,343
loan,0.003,34,8,344
severity,0.003,34,8,345
disclosure,0.003,34,8,346
ambition,0.003,34,8,347
hedge,0.003,34,8,348
policyhol,0.003,34,8,349
disaster,0.007,35,8,350
access,0.004,35,8,351
member,0.004,35,8,352
care,0.004,35,8,353
treaty,0.003,35,8,354
office,0.003,35,8,355
success,0.003,35,8,356
framework,0.003,35,8,357
forecast,0.003,35,8,358
cyber,0.003,35,8,359
coronavirus,0.007,36,8,360
buffer,0.005,36,8,361
remittance,0.004,36,8,362
prut,0.004,36,8,363
comparison,0.004,36,8,364
law,0.004,36,8,365
light,0.003,36,8,366
advice,0.003,36,8,367
care,0.003,36,8,368
loan,0.003,36,8,369
remittance,0.011,37,8,370
exclusion,0.011,37,8,371
invest,0.011,37,8,372
shutdown,0.011,37,8,373
pandemic,0.006,37,8,374
drop,0.006,37,8,375
hedge,0.006,37,8,376
virus,0.006,37,8,377
form,0.006,37,8,378
wording,0.006,37,8,379
prut,0.014,38,8,380
meet,0.014,38,8,381
standpoint,0.009,38,8,382
summer,0.009,38,8,383
venture,0.009,38,8,384
curve,0.009,38,8,385
crisis,0.005,38,8,386
comp,0.005,38,8,387
framework,0.005,38,8,388
wave,0.005,38,8,389
priority,0.006,39,8,390
session,0.006,39,8,391
proceed,0.006,39,8,392
trading,0.006,39,8,393
choice,0.004,39,8,394
aggregate,0.004,39,8,395
death,0.004,39,8,396
set,0.004,39,8,397
commitment,0.004,39,8,398
path,0.004,39,8,399
climate,0.014,40,8,400
proposition,0.014,40,8,401
transformation,0.014,40,8,402
integration,0.014,40,8,403
care,0.014,40,8,404
hedge,0.014,40,8,405
behavior,0.014,40,8,406
treaty,0.014,40,8,407
building,0.014,40,8,408
legacy,0.014,40,8,409
meeting,0.007,41,8,410
audit,0.006,41,8,411
proposal,0.006,41,8,412
ransomware,0.006,41,8,413
consolidation,0.006,41,8,414
objective,0.004,41,8,415
insight,0.004,41,8,416
purpose,0.004,41,8,417
proﬁtability,0.004,41,8,418
approval,0.004,41,8,419
comp,0.015,42,8,420
care,0.015,42,8,421
remark,0.015,42,8,422
hold,0.015,42,8,423
planning,0.015,42,8,424
intention,0.015,42,8,425
press,0.015,42,8,426
remain,0.015,42,8,427
talent,0.015,42,8,428
category,0.015,42,8,429
discount,0.009,43,8,430
practice,0.009,43,8,431
aggregate,0.009,43,8,432
conclusion,0.009,43,8,433
proﬁtability,0.009,43,8,434
learn,0.009,43,8,435
severity,0.005,43,8,436
network,0.005,43,8,437
momentum,0.005,43,8,438
care,0.005,43,8,439
surprise,0.014,0,9,0
energy,0.011,0,9,1
bucket,0.011,0,9,2
ﬁgure,0.007,0,9,3
ehquake,0.007,0,9,4
formula,0.007,0,9,5
form,0.007,0,9,6
comp,0.007,0,9,7
inﬂuence,0.007,0,9,8
round,0.007,0,9,9
currency,0.009,1,9,10
favor,0.009,1,9,11
ehquake,0.006,1,9,12
history,0.006,1,9,13
press,0.006,1,9,14
meeting,0.006,1,9,15
power,0.006,1,9,16
remark,0.006,1,9,17
bancassurance,0.006,1,9,18
farm,0.006,1,9,19
test,0.012,2,9,20
meeting,0.012,2,9,21
policyhol,0.008,2,9,22
composition,0.008,2,9,23
network,0.008,2,9,24
total,0.008,2,9,25
prut,0.008,2,9,26
valuation,0.008,2,9,27
sign,0.008,2,9,28
energy,0.004,2,9,29
injury,0.009,3,9,30
ehquake,0.009,3,9,31
enrolment,0.009,3,9,32
mark,0.009,3,9,33
strategy,0.009,3,9,34
summer,0.009,3,9,35
message,0.009,3,9,36
support,0.009,3,9,37
consistency,0.009,3,9,38
funny,0.009,3,9,39
impairment,0.007,4,9,40
priority,0.005,4,9,41
injury,0.005,4,9,42
outflow,0.005,4,9,43
legislation,0.005,4,9,44
total,0.005,4,9,45
comp,0.005,4,9,46
furnish,0.005,4,9,47
mos,0.005,4,9,48
inflow,0.005,4,9,49
employee,0.009,5,9,50
chance,0.007,5,9,51
proposition,0.007,5,9,52
wind,0.007,5,9,53
utility,0.007,5,9,54
confice,0.007,5,9,55
pipe,0.007,5,9,56
unwriter,0.007,5,9,57
project,0.004,5,9,58
railroad,0.004,5,9,59
bulk,0.01,6,9,60
reinstatement,0.01,6,9,61
flexibility,0.01,6,9,62
k,0.01,6,9,63
infrastructure,0.01,6,9,64
runoﬀ,0.01,6,9,65
stance,0.01,6,9,66
reform,0.01,6,9,67
bucket,0.01,6,9,68
discount,0.005,6,9,69
yen,0.01,7,9,70
recognition,0.01,7,9,71
beneﬁts,0.01,7,9,72
forecast,0.007,7,9,73
circumstance,0.007,7,9,74
inflow,0.007,7,9,75
member,0.007,7,9,76
flood,0.007,7,9,77
maturity,0.007,7,9,78
strike,0.007,7,9,79
expansion,0.008,8,9,80
projection,0.006,8,9,81
loan,0.006,8,9,82
graph,0.006,8,9,83
yen,0.004,8,9,84
currency,0.004,8,9,85
subsidiary,0.004,8,9,86
buffer,0.004,8,9,87
comparison,0.004,8,9,88
rally,0.004,8,9,89
portion,0.012,9,9,90
hedge,0.006,9,9,91
comp,0.006,9,9,92
goal,0.006,9,9,93
severity,0.006,9,9,94
pipe,0.004,9,9,95
office,0.004,9,9,96
k,0.004,9,9,97
analysis,0.004,9,9,98
success,0.004,9,9,99
bps,0.006,10,9,100
ﬁgure,0.006,10,9,101
portion,0.004,10,9,102
currency,0.004,10,9,103
link,0.004,10,9,104
behavior,0.004,10,9,105
practice,0.004,10,9,106
analysis,0.004,10,9,107
clarity,0.004,10,9,108
count,0.004,10,9,109
merger,0.004,11,9,110
revision,0.004,11,9,111
announcement,0.004,11,9,112
proposition,0.004,11,9,113
buffer,0.004,11,9,114
behavior,0.004,11,9,115
recovery,0.004,11,9,116
confice,0.004,11,9,117
pound,0.003,11,9,118
energy,0.003,11,9,119
energy,0.007,12,9,120
reinsurer,0.005,12,9,121
expansion,0.005,12,9,122
reference,0.005,12,9,123
retro,0.005,12,9,124
gbpm,0.005,12,9,125
math,0.005,12,9,126
supply,0.005,12,9,127
strain,0.003,12,9,128
crisis,0.003,12,9,129
choice,0.006,13,9,130
saving,0.005,13,9,131
vehicle,0.004,13,9,132
analytic,0.004,13,9,133
box,0.004,13,9,134
sign,0.004,13,9,135
meet,0.004,13,9,136
hour,0.004,13,9,137
broa,0.004,13,9,138
follow,0.004,13,9,139
reinsurer,0.008,14,9,140
season,0.008,14,9,141
yesterday,0.008,14,9,142
priority,0.006,14,9,143
role,0.006,14,9,144
history,0.006,14,9,145
resse,0.006,14,9,146
test,0.006,14,9,147
selection,0.006,14,9,148
shield,0.006,14,9,149
analytic,0.008,15,9,150
unwriter,0.005,15,9,151
access,0.005,15,9,152
disruption,0.005,15,9,153
proposition,0.004,15,9,154
tool,0.004,15,9,155
surplus,0.004,15,9,156
